,0,1
534,35,7
535,35,6
536,35,4
537,35,33
538,35,3
539,35,2
540,35,1
541,35,0
542,34,99
543,34,98
544,34,97
545,35,13
546,35,14
547,35,15
548,35,16
549,35,31
550,35,30
551,35,29
552,35,28
553,35,27
554,35,26
555,35,25
556,35,24
557,35,23
558,35,22
559,35,21
560,35,20
561,35,19
562,35,18
563,35,17
564,34,96
565,34,95
566,34,94
567,34,75
568,34,73
569,34,72
570,34,71
571,34,70
572,34,69
573,34,68
574,34,67
575,34,66
576,34,65
577,34,64
578,34,63
579,34,62
580,34,61
581,34,60
582,34,59
583,34,74
584,34,76
585,34,93
586,34,77
587,34,92
588,34,91
589,34,90
590,34,89
591,31,48
592,34,87
593,34,86
594,34,85
595,34,84
596,34,83
597,34,82
598,34,81
599,34,80
600,34,79
601,34,78
602,35,32
603,35,34
604,36,9
605,35,82
606,35,89
607,35,88
608,35,87
609,35,86
610,35,85
611,35,84
612,35,83
613,35,81
614,35,35
615,35,80
616,35,79
617,35,78
618,35,77
619,35,76
620,35,75
621,35,74
622,35,90
623,35,91
624,35,92
625,35,93
626,36,8
627,36,7
628,36,6
629,36,5
630,36,4
631,36,3
632,36,2
633,36,1
634,36,0
635,35,99
636,35,98
637,35,97
638,35,96
639,35,95
640,35,94
641,35,73
642,35,72
643,35,71
644,35,52
645,35,50
646,35,49
647,35,48
648,35,47
649,35,46
650,35,45
651,35,44
652,35,43
653,35,42
654,35,41
655,35,40
656,35,39
657,35,38
658,35,37
659,35,36
660,35,51
661,35,53
662,35,70
663,35,54
664,35,69
665,35,68
666,35,67
667,35,66
668,35,65
669,35,64
670,35,63
671,35,62
672,35,61
673,35,60
674,35,59
675,35,58
676,35,57
677,35,56
678,35,55
679,31,49
680,31,16
681,31,47
682,27,34
683,27,41
684,27,40
685,27,39
686,27,38
687,27,37
688,27,36
689,27,35
690,27,33
691,27,24
692,27,32
693,27,31
694,27,30
695,27,29
696,27,28
697,27,27
698,27,26
699,27,42
700,27,43
701,27,44
702,27,45
703,27,60
704,27,59
705,27,58
706,27,57
707,27,56
708,27,55
709,27,54
710,27,53
711,27,52
712,27,51
713,27,50
714,27,49
715,27,48
716,27,47
717,27,46
718,27,25
719,27,23
720,31,46
721,26,95
722,27,2
723,27,1
724,27,0
725,26,99
726,26,98
727,26,97
728,26,96
729,26,94
730,27,22
731,26,93
732,26,92
733,26,91
734,26,90
735,26,89
736,26,88
737,26,87
738,27,3
739,27,4
740,27,5
741,27,6
742,27,21
743,27,20
744,27,19
745,27,18
746,27,17
747,27,16
748,27,15
749,27,14
750,27,13
751,27,12
752,27,11
753,27,10
754,27,9
755,27,8
756,27,7
757,27,61
758,27,62
759,27,63
760,28,11
761,28,18
762,28,17
763,28,16
764,28,15
765,28,14
766,28,13
767,28,12
768,28,10
769,27,64
770,28,9
771,28,8
772,28,7
773,28,6
774,28,5
775,28,4
776,28,3
777,28,19
778,28,20
779,28,21
780,28,22
781,28,37
782,28,36
783,28,35
784,28,34
785,28,33
786,28,32
787,28,31
788,28,30
789,28,29
790,28,28
791,28,27
792,28,26
793,28,25
794,28,24
795,28,23
796,28,2
797,28,1
798,28,0
799,27,81
800,27,79
801,27,78
802,27,77
803,27,76
804,27,75
805,27,74
806,27,73
807,27,72
808,27,71
809,27,70
810,27,69
811,27,68
812,27,67
813,27,66
814,27,65
815,27,80
816,27,82
817,27,99
818,27,83
819,27,98
820,27,97
821,27,96
822,27,95
823,27,94
824,27,93
825,27,92
826,27,91
827,27,90
828,27,89
829,27,88
830,27,87
831,27,86
832,27,85
833,27,84
834,26,86
835,26,85
836,26,84
837,25,79
838,25,86
839,25,85
840,25,84
841,25,83
842,25,82
843,25,81
844,25,80
845,25,78
846,26,7
847,25,77
848,25,76
849,25,75
850,25,74
851,25,73
852,25,72
853,25,71
854,25,87
855,25,88
856,25,89
857,25,90
858,26,5
859,26,4
860,26,3
861,26,2
862,26,1
863,26,0
864,25,99
865,25,98
866,25,97
867,25,96
868,25,95
869,25,94
870,25,93
871,25,92
872,25,91
873,25,70
874,25,69
875,25,68
876,25,49
877,25,47
878,25,46
879,25,45
880,25,44
881,25,43
882,25,42
883,25,41
884,25,40
885,25,39
886,25,38
887,25,37
888,25,36
889,25,35
890,25,34
891,25,33
892,25,48
893,25,50
894,25,67
895,25,51
896,25,66
897,25,65
898,25,64
899,25,63
900,25,62
901,25,61
902,25,60
903,25,59
904,25,58
905,25,57
906,25,56
907,25,55
908,25,54
909,25,53
910,25,52
911,26,6
912,26,8
913,26,83
914,26,56
915,26,63
916,26,62
917,26,61
918,26,60
919,26,59
920,26,58
921,26,57
922,26,55
923,26,9
924,26,54
925,26,53
926,26,52
927,26,51
928,26,50
929,26,49
930,26,48
931,26,64
932,26,65
933,26,66
934,26,67
935,26,82
936,26,81
937,26,80
938,26,79
939,26,78
940,26,77
941,26,76
942,26,75
943,26,74
944,26,73
945,26,72
946,26,71
947,26,70
948,26,69
949,26,68
950,26,47
951,26,46
952,26,45
953,26,26
954,26,24
955,26,23
956,26,22
957,26,21
958,26,20
959,26,19
960,26,18
961,26,17
962,26,16
963,26,15
964,26,14
965,26,13
966,26,12
967,26,11
968,26,10
969,26,25
970,26,27
971,26,44
972,26,28
973,26,43
974,26,42
975,26,41
976,26,40
977,26,39
978,26,38
979,26,37
980,26,36
981,26,35
982,26,34
983,26,33
984,26,32
985,26,31
986,26,30
987,26,29
988,28,38
989,28,39
990,28,40
991,30,42
992,30,49
993,30,48
994,30,47
995,30,46
996,30,45
997,30,44
998,30,43
999,30,41
1000,30,70
1001,30,40
1002,30,39
1003,30,38
1004,30,37
1005,30,36
1006,30,35
1007,30,34
1008,30,50
1009,30,51
1010,30,52
1011,30,53
1012,30,68
1013,30,67
1014,30,66
1015,30,65
1016,30,64
1017,30,63
1018,30,62
1019,30,61
1020,30,60
1021,30,59
1022,30,58
1023,30,57
1024,30,56
1025,30,55
1026,30,54
1027,30,33
1028,30,32
1029,30,31
1030,30,12
1031,30,10
1032,30,9
1033,30,8
1034,30,7
1035,30,6
1036,30,5
1037,30,4
1038,30,3
1039,30,2
1040,30,1
1041,30,0
1042,29,99
1043,29,98
1044,29,97
1045,29,96
1046,30,11
1047,30,13
1048,30,30
1049,30,14
1050,30,29
1051,30,28
1052,30,27
1053,30,26
1054,30,25
1055,30,24
1056,30,23
1057,30,22
1058,30,21
1059,30,20
1060,30,19
1061,30,18
1062,30,17
1063,30,16
1064,30,15
1065,30,69
1066,30,71
1067,29,94
1068,31,19
1069,31,26
1070,31,25
1071,31,24
1072,31,23
1073,31,22
1074,31,21
1075,31,20
1076,31,18
1077,30,72
1078,31,17
1079,37,65
1080,31,15
1081,31,14
1082,31,13
1083,31,12
1084,31,11
1085,31,27
1086,31,28
1087,31,29
1088,31,30
1089,31,45
1090,31,44
1091,31,43
1092,31,42
1093,31,41
1094,31,40
1095,31,39
1096,31,38
1097,31,37
1098,31,36
1099,31,35
1100,31,34
1101,31,33
1102,31,32
1103,31,31
1104,31,10
1105,31,9
1106,31,8
1107,30,89
1108,30,87
1109,30,86
1110,30,85
1111,30,84
1112,30,83
1113,30,82
1114,30,81
1115,30,80
1116,30,79
1117,30,78
1118,30,77
1119,30,76
1120,30,75
1121,30,74
1122,30,73
1123,30,88
1124,30,90
1125,31,7
1126,30,91
1127,31,6
1128,31,5
1129,31,4
1130,31,3
1131,31,2
1132,31,1
1133,31,0
1134,30,99
1135,30,98
1136,30,97
1137,30,96
1138,30,95
1139,30,94
1140,30,93
1141,30,92
1142,29,95
1143,29,93
1144,28,41
1145,28,88
1146,28,95
1147,28,94
1148,28,93
1149,28,92
1150,28,91
1151,28,90
1152,28,89
1153,28,87
1154,29,16
1155,28,86
1156,28,85
1157,28,84
1158,28,83
1159,28,82
1160,28,81
1161,28,80
1162,28,96
1163,28,97
1164,28,98
1165,28,99
1166,29,14
1167,29,13
1168,29,12
1169,29,11
1170,29,10
1171,29,9
1172,29,8
1173,29,7
1174,29,6
1175,29,5
1176,29,4
1177,29,3
1178,29,2
1179,29,1
1180,29,0
1181,28,79
1182,28,78
1183,28,77
1184,28,58
1185,28,56
1186,28,55
1187,28,54
1188,28,53
1189,28,52
1190,28,51
1191,28,50
1192,28,49
1193,28,48
1194,28,47
1195,28,46
1196,28,45
1197,28,44
1198,28,43
1199,28,42
1200,28,57
1201,28,59
1202,28,76
1203,28,60
1204,28,75
1205,28,74
1206,28,73
1207,28,72
1208,28,71
1209,28,70
1210,28,69
1211,28,68
1212,28,67
1213,28,66
1214,28,65
1215,28,64
1216,28,63
1217,28,62
1218,28,61
1219,29,15
1220,29,17
1221,29,92
1222,29,65
1223,29,72
1224,29,71
1225,29,70
1226,29,69
1227,29,68
1228,29,67
1229,29,66
1230,29,64
1231,29,18
1232,29,63
1233,29,62
1234,29,61
1235,29,60
1236,29,59
1237,29,58
1238,29,57
1239,29,73
1240,29,74
1241,29,75
1242,29,76
1243,29,91
1244,29,90
1245,29,89
1246,29,88
1247,29,87
1248,29,86
1249,29,85
1250,29,84
1251,29,83
1252,29,82
1253,29,81
1254,29,80
1255,29,79
1256,29,78
1257,29,77
1258,29,56
1259,29,55
1260,29,54
1261,29,35
1262,29,33
1263,29,32
1264,29,31
1265,29,30
1266,29,29
1267,29,28
1268,29,27
1269,29,26
1270,29,25
1271,29,24
1272,29,23
1273,29,22
1274,29,21
1275,29,20
1276,29,19
1277,29,34
1278,29,36
1279,29,53
1280,29,37
1281,29,52
1282,29,51
1283,29,50
1284,29,49
1285,29,48
1286,29,47
1287,29,46
1288,29,45
1289,29,44
1290,29,43
1291,29,42
1292,29,41
1293,29,40
1294,29,39
1295,29,38
1296,37,64
1297,37,97
1298,37,66
1299,45,86
1300,45,93
1301,45,92
1302,45,91
1303,45,90
1304,45,89
1305,45,88
1306,45,87
1307,45,85
1308,45,76
1309,45,84
1310,45,83
1311,45,82
1312,45,81
1313,45,80
1314,45,79
1315,45,78
1316,45,94
1317,45,95
1318,45,96
1319,45,97
1320,46,12
1321,46,11
1322,46,10
1323,46,9
1324,46,8
1325,46,7
1326,46,6
1327,46,5
1328,46,4
1329,46,3
1330,46,2
1331,46,1
1332,46,0
1333,45,99
1334,45,98
1335,45,77
1336,45,75
1337,43,83
1338,45,47
1339,45,54
1340,45,53
1341,45,52
1342,45,51
1343,45,50
1344,45,49
1345,45,48
1346,45,46
1347,45,74
1348,45,45
1349,45,44
1350,45,43
1351,45,42
1352,45,41
1353,45,40
1354,45,39
1355,45,55
1356,45,56
1357,45,57
1358,45,58
1359,45,73
1360,45,72
1361,45,71
1362,45,70
1363,45,69
1364,45,68
1365,45,67
1366,45,66
1367,45,65
1368,45,64
1369,45,63
1370,45,62
1371,45,61
1372,45,60
1373,45,59
1374,46,13
1375,46,14
1376,46,15
1377,46,63
1378,46,70
1379,46,69
1380,46,68
1381,46,67
1382,46,66
1383,46,65
1384,46,64
1385,46,62
1386,46,16
1387,46,61
1388,46,60
1389,46,59
1390,46,58
1391,46,57
1392,46,56
1393,46,55
1394,46,71
1395,46,72
1396,46,73
1397,46,74
1398,46,89
1399,46,88
1400,46,87
1401,46,86
1402,46,85
1403,46,84
1404,46,83
1405,46,82
1406,46,81
1407,46,80
1408,46,79
1409,46,78
1410,46,77
1411,46,76
1412,46,75
1413,46,54
1414,46,53
1415,46,52
1416,46,33
1417,46,31
1418,46,30
1419,46,29
1420,46,28
1421,46,27
1422,46,26
1423,46,25
1424,46,24
1425,46,23
1426,46,22
1427,46,21
1428,46,20
1429,46,19
1430,46,18
1431,46,17
1432,46,32
1433,46,34
1434,46,51
1435,46,35
1436,46,50
1437,46,49
1438,46,48
1439,46,47
1440,46,46
1441,46,45
1442,46,44
1443,46,43
1444,46,42
1445,46,41
1446,46,40
1447,46,39
1448,46,38
1449,46,37
1450,46,36
1451,45,38
1452,45,37
1453,45,36
1454,44,31
1455,44,38
1456,44,37
1457,44,36
1458,44,35
1459,44,34
1460,44,33
1461,44,32
1462,44,30
1463,44,59
1464,44,29
1465,44,28
1466,44,27
1467,44,26
1468,44,25
1469,44,24
1470,44,23
1471,44,39
1472,44,40
1473,44,41
1474,44,42
1475,44,57
1476,44,56
1477,44,55
1478,44,54
1479,44,53
1480,44,52
1481,44,51
1482,44,50
1483,44,49
1484,44,48
1485,44,47
1486,44,46
1487,44,45
1488,44,44
1489,44,43
1490,44,22
1491,44,21
1492,44,20
1493,44,1
1494,43,99
1495,43,98
1496,43,97
1497,43,96
1498,43,95
1499,43,94
1500,43,93
1501,43,92
1502,43,91
1503,43,90
1504,43,89
1505,43,88
1506,43,87
1507,43,86
1508,43,85
1509,44,0
1510,44,2
1511,44,19
1512,44,3
1513,44,18
1514,44,17
1515,44,16
1516,44,15
1517,44,14
1518,44,13
1519,44,12
1520,44,11
1521,44,10
1522,44,9
1523,44,8
1524,44,7
1525,44,6
1526,44,5
1527,44,4
1528,44,58
1529,44,60
1530,45,35
1531,45,8
1532,45,15
1533,45,14
1534,45,13
1535,45,12
1536,45,11
1537,45,10
1538,45,9
1539,45,7
1540,44,61
1541,45,6
1542,45,5
1543,45,4
1544,45,3
1545,45,2
1546,45,1
1547,45,0
1548,45,16
1549,45,17
1550,45,18
1551,45,19
1552,45,34
1553,45,33
1554,45,32
1555,45,31
1556,45,30
1557,45,29
1558,45,28
1559,45,27
1560,45,26
1561,45,25
1562,45,24
1563,45,23
1564,45,22
1565,45,21
1566,45,20
1567,44,99
1568,44,98
1569,44,97
1570,44,78
1571,44,76
1572,44,75
1573,44,74
1574,44,73
1575,44,72
1576,44,71
1577,44,70
1578,44,69
1579,44,68
1580,44,67
1581,44,66
1582,44,65
1583,44,64
1584,44,63
1585,44,62
1586,44,77
1587,44,79
1588,44,96
1589,44,80
1590,44,95
1591,44,94
1592,44,93
1593,44,92
1594,44,91
1595,44,90
1596,44,89
1597,44,88
1598,44,87
1599,44,86
1600,44,85
1601,44,84
1602,44,83
1603,44,82
1604,44,81
1605,46,90
1606,46,91
1607,46,92
1608,48,94
1609,49,1
1610,49,0
1611,48,99
1612,48,98
1613,48,97
1614,48,96
1615,48,95
1616,48,93
1617,49,22
1618,48,92
1619,48,91
1620,48,90
1621,48,89
1622,48,88
1623,48,87
1624,48,86
1625,49,2
1626,49,3
1627,49,4
1628,49,5
1629,49,20
1630,49,19
1631,49,18
1632,49,17
1633,49,16
1634,49,15
1635,49,14
1636,49,13
1637,49,12
1638,49,11
1639,49,10
1640,49,9
1641,49,8
1642,49,7
1643,49,6
1644,48,85
1645,48,84
1646,48,83
1647,48,64
1648,48,62
1649,48,61
1650,48,60
1651,48,59
1652,48,58
1653,48,57
1654,48,56
1655,48,55
1656,48,54
1657,48,53
1658,48,52
1659,48,51
1660,48,50
1661,48,49
1662,48,48
1663,48,63
1664,48,65
1665,48,82
1666,48,66
1667,48,81
1668,48,80
1669,48,79
1670,48,78
1671,48,77
1672,48,76
1673,48,75
1674,48,74
1675,48,73
1676,48,72
1677,48,71
1678,48,70
1679,48,69
1680,48,68
1681,48,67
1682,49,21
1683,49,23
1684,48,46
1685,49,71
1686,49,78
1687,49,77
1688,49,76
1689,49,75
1690,49,74
1691,49,73
1692,49,72
1693,49,70
1694,49,24
1695,49,69
1696,49,68
1697,49,67
1698,49,66
1699,49,65
1700,49,64
1701,49,63
1702,49,79
1703,49,80
1704,49,81
1705,49,82
1706,49,97
1707,49,96
1708,49,95
1709,49,94
1710,49,93
1711,49,92
1712,49,91
1713,49,90
1714,49,89
1715,49,88
1716,49,87
1717,49,86
1718,49,85
1719,49,84
1720,49,83
1721,49,62
1722,49,61
1723,49,60
1724,49,41
1725,49,39
1726,49,38
1727,49,37
1728,49,36
1729,49,35
1730,49,34
1731,49,33
1732,49,32
1733,49,31
1734,49,30
1735,49,29
1736,49,28
1737,49,27
1738,49,26
1739,49,25
1740,49,40
1741,49,42
1742,49,59
1743,49,43
1744,49,58
1745,49,57
1746,49,56
1747,49,55
1748,49,54
1749,49,53
1750,49,52
1751,49,51
1752,49,50
1753,49,49
1754,49,48
1755,49,47
1756,49,46
1757,49,45
1758,49,44
1759,48,47
1760,48,45
1761,46,93
1762,47,40
1763,47,47
1764,47,46
1765,47,45
1766,47,44
1767,47,43
1768,47,42
1769,47,41
1770,47,39
1771,47,68
1772,47,38
1773,47,37
1774,47,36
1775,47,35
1776,47,34
1777,47,33
1778,47,32
1779,47,48
1780,47,49
1781,47,50
1782,47,51
1783,47,66
1784,47,65
1785,47,64
1786,47,63
1787,47,62
1788,47,61
1789,47,60
1790,47,59
1791,47,58
1792,47,57
1793,47,56
1794,47,55
1795,47,54
1796,47,53
1797,47,52
1798,47,31
1799,47,30
1800,47,29
1801,47,10
1802,47,8
1803,47,7
1804,47,6
1805,47,5
1806,47,4
1807,47,3
1808,47,2
1809,47,1
1810,47,0
1811,46,99
1812,46,98
1813,46,97
1814,46,96
1815,46,95
1816,46,94
1817,47,9
1818,47,11
1819,47,28
1820,47,12
1821,47,27
1822,47,26
1823,47,25
1824,47,24
1825,47,23
1826,47,22
1827,47,21
1828,47,20
1829,47,19
1830,47,18
1831,47,17
1832,47,16
1833,47,15
1834,47,14
1835,47,13
1836,47,67
1837,47,69
1838,48,44
1839,48,17
1840,48,24
1841,48,23
1842,48,22
1843,48,21
1844,48,20
1845,48,19
1846,48,18
1847,48,16
1848,47,70
1849,48,15
1850,48,14
1851,48,13
1852,48,12
1853,48,11
1854,48,10
1855,48,9
1856,48,25
1857,48,26
1858,48,27
1859,48,28
1860,48,43
1861,48,42
1862,48,41
1863,48,40
1864,48,39
1865,48,38
1866,48,37
1867,48,36
1868,48,35
1869,48,34
1870,48,33
1871,48,32
1872,48,31
1873,48,30
1874,48,29
1875,48,8
1876,48,7
1877,48,6
1878,47,87
1879,47,85
1880,47,84
1881,47,83
1882,47,82
1883,47,81
1884,47,80
1885,47,79
1886,47,78
1887,47,77
1888,47,76
1889,47,75
1890,47,74
1891,47,73
1892,47,72
1893,47,71
1894,47,86
1895,47,88
1896,48,5
1897,47,89
1898,48,4
1899,48,3
1900,48,2
1901,48,1
1902,48,0
1903,47,99
1904,47,98
1905,47,97
1906,47,96
1907,47,95
1908,47,94
1909,47,93
1910,47,92
1911,47,91
1912,47,90
1913,43,84
1914,43,82
1915,37,67
1916,39,69
1917,39,76
1918,39,75
1919,39,74
1920,39,73
1921,39,72
1922,39,71
1923,39,70
1924,39,68
1925,39,59
1926,39,67
1927,39,66
1928,39,65
1929,39,64
1930,39,63
1931,39,62
1932,39,61
1933,39,77
1934,39,78
1935,39,79
1936,39,80
1937,39,95
1938,39,94
1939,39,93
1940,39,92
1941,39,91
1942,39,90
1943,39,89
1944,39,88
1945,39,87
1946,39,86
1947,39,85
1948,39,84
1949,39,83
1950,39,82
1951,39,81
1952,39,60
1953,39,58
1954,43,81
1955,39,30
1956,39,37
1957,39,36
1958,39,35
1959,39,34
1960,39,33
1961,39,32
1962,39,31
1963,39,29
1964,39,57
1965,39,28
1966,39,27
1967,39,26
1968,39,25
1969,39,24
1970,39,23
1971,39,22
1972,39,38
1973,39,39
1974,39,40
1975,39,41
1976,39,56
1977,39,55
1978,39,54
1979,39,53
1980,39,52
1981,39,51
1982,39,50
1983,39,49
1984,39,48
1985,39,47
1986,39,46
1987,39,45
1988,39,44
1989,39,43
1990,39,42
1991,39,96
1992,39,97
1993,39,98
1994,40,46
1995,40,53
1996,40,52
1997,40,51
1998,40,50
1999,40,49
2000,40,48
2001,40,47
2002,40,45
2003,39,99
2004,40,44
2005,40,43
2006,40,42
2007,40,41
2008,40,40
2009,40,39
2010,40,38
2011,40,54
2012,40,55
2013,40,56
2014,40,57
2015,40,72
2016,40,71
2017,40,70
2018,40,69
2019,40,68
2020,40,67
2021,40,66
2022,40,65
2023,40,64
2024,40,63
2025,40,62
2026,40,61
2027,40,60
2028,40,59
2029,40,58
2030,40,37
2031,40,36
2032,40,35
2033,40,16
2034,40,14
2035,40,13
2036,40,12
2037,40,11
2038,40,10
2039,40,9
2040,40,8
2041,40,7
2042,40,6
2043,40,5
2044,40,4
2045,40,3
2046,40,2
2047,40,1
2048,40,0
2049,40,15
2050,40,17
2051,40,34
2052,40,18
2053,40,33
2054,40,32
2055,40,31
2056,40,30
2057,40,29
2058,40,28
2059,40,27
2060,40,26
2061,40,25
2062,40,24
2063,40,23
2064,40,22
2065,40,21
2066,40,20
2067,40,19
2068,39,21
2069,39,20
2070,39,19
2071,38,14
2072,38,21
2073,38,20
2074,38,19
2075,38,18
2076,38,17
2077,38,16
2078,38,15
2079,38,13
2080,38,42
2081,38,12
2082,38,11
2083,38,10
2084,38,9
2085,38,8
2086,38,7
2087,38,6
2088,38,22
2089,38,23
2090,38,24
2091,38,25
2092,38,40
2093,38,39
2094,38,38
2095,38,37
2096,38,36
2097,38,35
2098,38,34
2099,38,33
2100,38,32
2101,38,31
2102,38,30
2103,38,29
2104,38,28
2105,38,27
2106,38,26
2107,38,5
2108,38,4
2109,38,3
2110,37,84
2111,37,82
2112,37,81
2113,37,80
2114,37,79
2115,37,78
2116,37,77
2117,37,76
2118,37,75
2119,37,74
2120,37,73
2121,37,72
2122,37,71
2123,37,70
2124,37,69
2125,37,68
2126,37,83
2127,37,85
2128,38,2
2129,37,86
2130,38,1
2131,38,0
2132,37,99
2133,37,98
2134,25,31
2135,37,96
2136,37,95
2137,37,94
2138,37,93
2139,37,92
2140,37,91
